workoutid,userid,date,sessiontag,total_sets,total_reps,volume_kg,sRPE
12494,71,2026-04-06,Pull,7,76,3585.5,8.0
12495,71,2026-04-07,Legs,11,71,4101.75,8.18
12496,71,2026-04-09,Push,5,36,1724.25,8.2
12497,71,2026-04-12,Pull,11,127,5881.5,7.82
12498,71,2026-04-13,Legs,9,53,3160.75,8.56
12499,71,2026-04-15,Push,7,79,3600.75,8.07
12500,71,2026-04-19,Pull,4,42,2039.25,7.62
12501,71,2026-04-20,Legs,9,70,3870.75,8.56
12502,71,2026-04-22,Push,6,64,2862.5,8.0
12503,71,2026-04-24,Pull,5,68,2973.5,7.7
12504,71,2026-04-26,Legs,12,103,6286.5,8.09
12505,71,2026-04-28,Push,4,43,1896.25,7.67
12506,71,2026-04-29,Pull,7,64,3100.5,8.07
12507,71,2026-05-03,Legs,11,91,4931.25,8.18
12508,71,2026-05-04,Push,6,72,3066.75,7.75
12509,71,2026-05-05,Pull,5,55,2808.75,7.7
12510,71,2026-05-07,Legs,12,82,4908.0,8.42
12512,71,2026-05-12,Pull,8,75,3686.5,8.69
12513,71,2026-05-14,Legs,17,138,8072.75,8.2
12514,71,2026-05-18,Push,11,121,5515.0,8.05
12515,71,2026-05-19,Pull,9,84,4054.0,7.72
12516,71,2026-05-22,Legs,9,62,3403.25,8.61
12517,71,2026-05-24,Push,6,55,2790.0,8.08
12518,71,2026-05-25,Pull,4,31,1737.75,8.38
12519,71,2026-05-26,Legs,14,107,6020.25,8.54
12520,71,2026-05-28,Push,5,45,2049.25,8.1
12521,71,2026-05-31,Pull,6,57,2928.5,8.0
12522,71,2026-06-01,Legs,9,78,3910.75,7.89
12523,71,2026-06-02,Push,4,39,1325.0,8.75
12524,71,2026-06-05,Pull,12,135,6683.0,8.08
12525,71,2026-06-07,Legs,12,77,3919.75,8.25
12526,71,2026-06-08,Push,6,49,2338.25,8.3
12527,71,2026-06-09,Pull,6,59,2918.0,8.25
12528,71,2026-06-12,Legs,10,79,4639.25,8.15
12529,71,2026-06-14,Push,5,63,2697.25,7.8
12530,71,2026-06-16,Pull,6,60,3289.25,8.3
12533,71,2026-06-22,Pull,4,34,1661.0,7.62
12534,71,2026-06-23,Legs,12,85,5584.25,8.12
12535,71,2026-06-25,Push,8,92,4130.25,8.19
12536,71,2026-06-29,Pull,14,137,7034.75,8.11
12537,71,2026-07-02,Legs,17,145,7510.0,7.94
12538,71,2026-07-05,Push,12,119,5510.5,8.12
12539,71,2026-07-06,Pull,10,99,5052.5,8.35
12541,71,2026-07-10,Push,12,121,5669.75,8.25
12542,71,2026-07-12,Pull,7,75,3559.75,8.29
12543,71,2026-07-13,Legs,18,143,7110.0,8.39
12544,71,2026-07-14,Push,9,79,3627.25,8.33
12545,71,2026-07-16,Pull,11,100,5148.0,8.23
12546,71,2026-07-19,Legs,14,107,5777.0,8.68
12547,71,2026-07-20,Push,7,78,3504.25,7.5
12548,71,2026-07-21,Pull,4,42,2176.5,7.75
12549,71,2026-07-24,Legs,11,88,4853.25,8.09
12552,71,2026-08-03,Legs,13,92,5376.75,8.19
12553,71,2026-08-04,Push,5,53,2456.25,8.0
12555,71,2026-08-10,Legs,8,59,3295.25,8.19
12556,71,2026-08-11,Push,6,69,3232.0,7.6
12557,71,2026-08-13,Pull,10,96,4900.0,8.2
12558,71,2026-08-16,Legs,13,104,5499.0,8.25
12559,71,2026-08-17,Push,7,81,3729.25,7.71
12560,71,2026-08-20,Pull,7,73,4000.5,8.17
12561,71,2026-08-23,Legs,13,133,7492.25,7.73
12562,71,2026-08-25,Push,4,43,1898.5,7.75
12563,71,2026-08-27,Pull,5,53,2661.5,8.2
12564,71,2026-08-30,Legs,8,51,2983.0,8.94
12565,71,2026-08-31,Push,6,51,2555.75,8.25
12566,71,2026-09-01,Pull,6,64,3426.5,7.83
12567,71,2026-09-03,Legs,10,63,3530.25,8.65
12568,71,2026-09-06,Push,6,56,2800.5,8.33
12569,71,2026-09-07,Pull,5,39,2275.0,8.3
12571,71,2026-09-10,Push,9,71,3730.0,8.11
12572,71,2026-09-13,Pull,4,42,2120.25,8.12
12573,71,2026-09-14,Legs,9,65,3289.75,7.78
12574,71,2026-09-15,Push,4,37,1811.25,8.25
12575,71,2026-09-17,Pull,6,49,2752.75,8.17
12576,71,2026-09-21,Legs,11,99,4738.5,7.82
12577,71,2026-09-22,Push,8,63,3132.0,7.75
12578,71,2026-09-25,Pull,13,142,7486.75,8.12
12579,71,2026-09-27,Legs,14,116,6368.5,8.23
12581,71,2026-09-29,Pull,6,65,2778.5,7.5
12583,71,2026-10-04,Push,6,57,2795.75,7.92
12584,71,2026-10-05,Pull,5,47,2664.5,8.2
12585,71,2026-10-06,Legs,9,88,4956.75,8.17
12586,71,2026-10-08,Push,6,56,2775.0,8.17
12587,71,2026-10-11,Pull,5,62,3252.25,7.5
12588,71,2026-10-12,Legs,9,64,3870.0,8.78
12589,71,2026-10-13,Push,4,29,1454.25,8.12
12590,71,2026-10-14,Pull,13,113,5311.75,8.27
12591,71,2026-10-19,Legs,8,63,3727.75,8.25
12592,71,2026-10-22,Push,5,56,2489.75,7.62
12593,71,2026-10-25,Pull,6,60,3482.5,7.92
12594,71,2026-10-26,Legs,8,70,3975.0,8.25
12595,71,2026-10-28,Push,3,27,1319.25,8.33
12596,71,2026-10-29,Pull,9,101,5227.75,8.22
12597,71,2026-11-01,Legs,10,85,5004.75,8.05
12598,71,2026-11-02,Push,7,61,3136.75,8.64
12599,71,2026-11-03,Pull,8,96,4742.75,7.75
12600,71,2026-11-04,Legs,10,76,4347.0,8.4
12601,71,2026-11-08,Push,11,111,5214.75,7.91
12602,71,2026-11-09,Pull,6,59,3194.0,8.42
12604,71,2026-11-12,Push,5,62,2914.0,8.0
12605,71,2026-11-15,Pull,4,37,2202.25,8.12
12606,71,2026-11-16,Legs,10,64,3987.25,8.6
12607,71,2026-11-18,Push,7,62,3192.25,7.93
12608,71,2026-11-20,Pull,4,28,1616.0,8.12
12609,71,2026-11-22,Legs,7,46,3017.5,8.83
12610,71,2026-11-23,Push,4,42,2044.5,8.0
12611,71,2026-11-24,Pull,5,52,2844.25,8.0
12612,71,2026-11-27,Legs,10,75,4462.0,8.35
12613,71,2026-11-28,Push,6,61,3150.5,8.0
12614,71,2026-11-30,Pull,9,115,5638.0,7.67
12616,71,2026-12-03,Push,12,136,6609.25,7.88
12617,71,2026-12-06,Pull,9,119,5853.0,7.33
12618,71,2026-12-07,Legs,12,97,5808.25,8.33
12621,71,2026-12-14,Legs,8,52,2640.75,8.44
12622,71,2026-12-16,Push,5,66,3037.0,7.5
12623,71,2026-12-20,Pull,11,139,7124.5,8.09
12624,71,2026-12-22,Legs,18,116,7112.5,8.79
12625,71,2026-12-23,Push,9,94,4690.5,8.17
12626,71,2026-12-26,Pull,10,87,4964.75,8.17
12627,71,2026-12-28,Legs,14,73,4443.5,8.64
12628,71,2026-12-29,Push,9,85,4138.25,8.0
12629,71,2026-12-31,Pull,11,101,5287.75,8.32
12630,71,2027-01-03,Legs,10,84,5196.75,8.45
12631,71,2027-01-04,Push,4,37,1747.25,8.0
12632,71,2027-01-05,Pull,6,66,3507.5,8.5
12633,71,2027-01-07,Legs,11,76,4774.25,8.23
12634,71,2027-01-10,Push,8,83,4124.5,7.88
12635,71,2027-01-11,Pull,5,46,2695.25,8.1
12636,71,2027-01-13,Legs,11,99,5614.75,7.86
12637,71,2027-01-18,Push,6,58,2930.25,8.1
12639,71,2027-01-21,Legs,8,56,3317.25,8.12
12640,71,2027-01-23,Push,10,114,5367.5,8.05
12641,71,2027-01-25,Pull,9,104,5194.75,7.89
12642,71,2027-01-27,Legs,16,100,6252.5,8.34
12643,71,2027-01-28,Push,12,122,5744.75,8.15
12644,71,2027-01-31,Pull,10,103,6027.0,7.9
12645,71,2027-02-01,Legs,8,39,2580.75,9.0
12646,71,2027-02-02,Push,5,47,2448.5,8.1
12647,71,2027-02-04,Pull,7,47,2966.75,8.0
12648,71,2027-02-07,Legs,11,87,4966.75,8.55
12649,71,2027-02-08,Push,6,57,2852.75,8.1
12650,71,2027-02-09,Pull,6,69,4002.25,7.92
12651,71,2027-02-12,Legs,8,73,4363.0,8.19
12652,71,2027-02-14,Push,7,78,3923.25,7.93
12653,71,2027-02-16,Pull,5,41,2480.75,8.4
12654,71,2027-02-18,Legs,7,50,3216.5,8.07
12655,71,2027-02-21,Push,5,38,1800.0,8.7
12656,71,2027-02-22,Pull,6,72,3955.5,7.75
12657,71,2027-02-23,Legs,8,48,2726.0,8.0
12658,71,2027-02-25,Push,5,71,3239.25,8.0
12659,71,2027-02-27,Pull,9,117,6089.75,7.44
12660,71,2027-03-01,Legs,10,74,5158.5,8.35
12661,71,2027-03-03,Push,11,107,4857.75,7.95
12662,71,2027-03-04,Pull,7,81,3784.75,8.0
12663,71,2027-03-07,Legs,7,59,3698.5,8.64
12664,71,2027-03-08,Push,6,66,3199.0,8.33
12665,71,2027-03-09,Pull,5,59,3175.0,8.2
12666,71,2027-03-11,Legs,7,64,3755.0,7.93
12667,71,2027-03-14,Push,6,62,3256.75,8.08
12668,71,2027-03-15,Pull,7,85,4371.5,7.86
12669,71,2027-03-16,Legs,12,82,4867.25,8.36
12670,71,2027-03-19,Push,8,97,4649.75,8.19
12672,71,2027-03-22,Legs,9,62,4062.75,8.33
12674,71,2027-03-25,Pull,6,72,3936.5,7.83
12675,71,2027-03-28,Legs,16,118,7582.5,8.13
12676,71,2027-03-29,Push,7,75,3848.25,7.86
12677,71,2027-03-30,Pull,5,42,1969.5,8.6
12678,71,2027-04-01,Legs,9,62,4025.25,8.44
12679,71,2027-04-03,Push,5,50,2459.75,7.75
12680,71,2027-04-04,Pull,6,60,3569.0,8.33
12681,71,2027-04-06,Legs,11,93,5891.5,8.09
12682,71,2027-04-08,Push,7,80,4210.0,7.86
12683,71,2027-04-11,Pull,5,53,3034.75,8.5
12684,71,2027-04-12,Legs,10,92,5545.5,8.06
12685,71,2027-04-13,Push,6,56,2922.75,8.3
12686,71,2027-04-14,Pull,7,81,4451.25,7.93
12687,71,2027-04-17,Legs,10,68,4718.25,8.25
12688,71,2027-04-19,Push,6,55,2784.5,7.92
12689,71,2027-04-22,Pull,5,61,3271.75,8.1
12690,71,2027-04-25,Legs,14,83,5305.75,8.46
12691,71,2027-04-26,Push,9,111,5341.25,7.62
12692,71,2027-04-27,Pull,4,46,2596.5,8.5
12693,71,2027-04-30,Legs,11,86,5946.5,8.23
12694,71,2027-05-01,Push,5,50,2510.0,7.7
12695,71,2027-05-03,Pull,7,61,2810.25,8.07
12696,71,2027-05-06,Legs,9,64,4111.25,8.17
12697,71,2027-05-10,Push,7,64,3061.25,7.86
12698,71,2027-05-11,Pull,6,67,3775.0,7.92
12700,71,2027-05-17,Push,6,52,2636.0,8.42
12701,71,2027-05-19,Pull,11,125,6975.75,8.18
12702,71,2027-05-21,Legs,10,87,5592.25,8.25
12703,71,2027-05-22,Push,6,79,3853.25,7.42
12704,71,2027-05-25,Pull,5,51,3163.75,7.8
12706,71,2027-05-29,Push,5,58,2905.5,8.2
12707,71,2027-05-31,Pull,5,42,2321.0,8.2
12709,71,2027-06-02,Push,6,71,3373.0,8.2
12710,71,2027-06-06,Pull,6,60,3742.0,7.75
12711,71,2027-06-08,Legs,8,61,3705.5,8.12
12712,71,2027-06-09,Push,6,77,3735.75,7.83
12713,71,2027-06-11,Pull,11,123,7230.5,8.18
12714,71,2027-06-13,Legs,9,75,4626.75,7.94
12715,71,2027-06-14,Push,4,34,1726.0,8.25
12716,71,2027-06-15,Pull,6,64,3852.75,8.08
12717,71,2027-06-16,Legs,11,75,5038.5,8.27
12718,71,2027-06-20,Push,12,124,6554.5,8.23
12719,71,2027-06-21,Pull,8,65,4199.5,8.31
12720,71,2027-06-22,Legs,10,79,5205.0,8.33
12721,71,2027-06-24,Push,6,64,3114.25,7.92
12722,71,2027-06-27,Pull,6,65,4092.0,8.17
12723,71,2027-06-29,Legs,10,78,4929.25,8.35
12724,71,2027-07-01,Push,8,63,3239.25,8.0
12725,71,2027-07-04,Pull,9,105,5809.75,8.0
12726,71,2027-07-05,Legs,16,121,7689.5,8.16
12727,71,2027-07-06,Push,9,83,4266.0,8.06
12728,71,2027-07-09,Pull,5,48,2894.25,8.2
12729,71,2027-07-12,Legs,10,74,4544.5,8.2
12731,71,2027-07-15,Pull,6,61,3768.5,8.17
12732,71,2027-07-18,Legs,11,101,6406.25,8.14
12733,71,2027-07-19,Push,6,54,2898.75,8.5
12734,71,2027-07-20,Pull,4,43,2381.5,7.88
12735,72,2027-01-13,Legs,20,188,14953.5,7.89
12736,72,2027-01-14,Push,12,120,9151.5,7.82
12737,72,2027-01-15,Pull,8,88,5744.75,7.94
12738,72,2027-01-16,Legs,18,164,10990.25,7.92
12739,72,2027-01-18,Push,14,144,10221.75,7.86
12740,72,2027-01-19,Pull,5,51,3908.0,8.1
12741,72,2027-01-22,Legs,10,63,3910.75,8.45
12742,72,2027-01-23,Push,8,73,5416.5,8.38
12743,72,2027-01-24,Pull,5,47,3423.0,8.4
12744,72,2027-01-25,Legs,9,80,5941.75,8.22
12745,72,2027-01-27,Push,8,80,6070.75,8.0
12746,72,2027-01-28,Pull,7,59,4360.5,8.14
12747,72,2027-01-31,Legs,13,90,7189.25,8.46
12748,72,2027-02-01,Push,6,51,3780.75,7.83
12749,72,2027-02-02,Pull,6,52,3441.5,8.58
12750,72,2027-02-03,Legs,12,100,7871.5,8.04
12751,72,2027-02-05,Push,8,74,5258.25,8.06
12752,72,2027-02-08,Pull,5,59,3006.0,8.2
12753,72,2027-02-09,Legs,7,53,4249.5,8.5
12754,72,2027-02-11,Push,6,53,3944.5,8.33
12755,72,2027-02-12,Pull,13,124,8584.0,8.23
12756,72,2027-02-15,Legs,16,99,8384.75,8.38
12757,72,2027-02-17,Push,7,69,4809.0,7.86
12758,72,2027-02-18,Pull,6,65,4109.5,8.0
12759,72,2027-02-19,Legs,10,57,4392.75,8.5
12760,72,2027-02-21,Push,8,80,5529.75,7.94
12761,72,2027-02-22,Pull,5,62,3388.5,7.5
12762,72,2027-02-24,Legs,12,82,5937.25,8.33
12763,72,2027-02-25,Push,8,60,4606.75,8.19
12764,72,2027-02-26,Pull,6,67,4667.5,7.92
12766,72,2027-03-02,Push,6,59,4475.5,8.33
12767,72,2027-03-04,Pull,7,68,4732.0,8.14
12769,72,2027-03-06,Push,7,81,5666.75,7.64
12770,72,2027-03-08,Pull,6,75,4824.75,7.67
12771,72,2027-03-09,Legs,17,133,8418.25,8.0
12772,72,2027-03-10,Push,14,108,8574.5,8.23
12773,72,2027-03-12,Pull,5,38,2854.0,8.6
12774,72,2027-03-13,Legs,10,70,4995.25,8.4
12776,72,2027-03-16,Pull,7,73,5063.0,7.93
12777,72,2027-03-18,Legs,10,95,6427.0,7.9
12778,72,2027-03-20,Push,10,85,6135.75,7.75
12779,72,2027-03-22,Pull,5,56,3545.75,7.9
12780,72,2027-03-25,Legs,10,69,5707.25,8.1
12781,72,2027-03-27,Push,8,88,6363.25,8.06
12782,72,2027-03-29,Pull,8,94,6391.5,8.43
12783,72,2027-03-30,Legs,10,70,5481.25,8.17
12784,72,2027-04-01,Push,7,77,5885.0,8.21
12785,72,2027-04-02,Pull,8,96,6108.75,7.64
12786,72,2027-04-03,Legs,9,70,5509.5,8.06
12787,72,2027-04-05,Push,7,59,4640.0,8.07
12789,72,2027-04-08,Legs,13,82,6741.5,8.27
12790,72,2027-04-10,Push,12,118,7509.5,8.25
12791,72,2027-04-11,Pull,6,71,4402.5,7.75
12792,72,2027-04-13,Legs,7,36,2996.5,8.71
12793,72,2027-04-14,Push,7,49,3649.75,7.86
12794,72,2027-04-16,Pull,5,49,3515.75,8.0
12796,72,2027-04-19,Push,7,63,4949.75,7.79
12797,72,2027-04-20,Pull,6,65,4899.5,8.08
12798,72,2027-04-22,Legs,9,78,5572.75,8.44
12799,72,2027-04-23,Push,8,75,5284.75,8.12
12800,72,2027-04-25,Pull,6,61,4183.0,7.9
12801,72,2027-04-27,Legs,10,72,5699.0,8.35
12803,72,2027-04-29,Pull,5,55,3595.75,7.8
12804,72,2027-04-30,Legs,12,68,5878.5,8.54
12805,72,2027-05-03,Push,9,96,6972.25,7.88
12806,72,2027-05-05,Pull,7,62,4062.25,8.14
12807,72,2027-05-06,Legs,12,112,7907.5,8.12
12808,72,2027-05-08,Push,13,122,9112.0,7.91
12809,72,2027-05-09,Pull,12,126,8934.5,8.04
12810,72,2027-05-11,Legs,9,55,4391.25,8.22
12812,72,2027-05-14,Pull,5,58,3802.0,8.0
12813,72,2027-05-17,Legs,12,94,7410.0,8.38
12814,72,2027-05-18,Push,6,51,3880.75,8.17
12815,72,2027-05-20,Pull,6,54,4076.75,7.75
12816,72,2027-05-22,Legs,12,85,6510.75,8.38
12818,72,2027-05-25,Pull,7,67,4627.0,7.93
12819,72,2027-05-26,Legs,7,48,3720.5,8.43
12820,72,2027-05-28,Push,8,70,5332.75,8.29
12821,72,2027-05-29,Pull,6,68,4763.0,7.83
12822,72,2027-05-30,Legs,9,65,5671.5,8.56
12823,72,2027-06-01,Push,8,82,6141.5,7.93
12824,72,2027-06-03,Pull,7,65,4628.0,8.21
12825,72,2027-06-04,Legs,8,63,5332.75,8.0
12826,72,2027-06-07,Push,14,135,9756.25,8.31
12827,72,2027-06-09,Pull,10,86,6398.0,8.1
12830,72,2027-06-13,Pull,11,126,8113.25,7.86
12831,72,2027-06-14,Legs,18,174,13106.75,8.17
12832,72,2027-06-17,Push,10,98,7101.0,8.0
12833,72,2027-06-18,Pull,5,48,3368.0,7.7
12834,72,2027-06-20,Legs,10,71,4826.5,8.3
12835,72,2027-06-21,Push,8,81,6180.75,7.94
12836,72,2027-06-22,Pull,7,75,4932.25,7.83
12837,72,2027-06-24,Legs,10,71,5925.75,8.75
12838,72,2027-06-25,Push,12,108,8382.75,8.36
12839,72,2027-06-28,Pull,11,83,5973.0,8.41
12840,72,2027-06-29,Legs,16,133,10564.0,8.31
12841,72,2027-07-01,Push,10,91,6609.0,8.0
12842,72,2027-07-02,Pull,7,76,4684.5,7.71
12843,72,2027-07-03,Legs,8,48,3611.5,8.25
12844,72,2027-07-04,Push,6,48,3668.75,8.5
12845,72,2027-07-05,Pull,5,61,3237.25,7.5
12846,72,2027-07-07,Legs,12,98,7148.25,8.42
12847,72,2027-07-09,Push,7,87,5868.5,7.86
12848,72,2027-07-11,Pull,5,53,3202.0,8.2
12849,72,2027-07-13,Legs,7,57,4672.75,8.0
12850,72,2027-07-15,Push,15,139,9320.0,8.14
12851,72,2027-07-17,Pull,12,126,8420.5,7.92
12852,72,2027-07-19,Legs,11,79,6525.0,8.45
12853,72,2027-07-21,Push,7,56,4253.5,8.07
12854,72,2027-07-22,Pull,6,60,4236.25,8.08
12855,72,2027-07-23,Legs,12,61,5801.5,8.59
12856,72,2027-07-24,Push,6,44,3594.25,8.25
12857,72,2027-07-25,Pull,6,48,3160.0,8.4
12858,72,2027-07-26,Legs,11,75,5449.75,8.23
12859,72,2027-07-29,Push,7,72,5172.5,7.5
12860,72,2027-07-30,Pull,5,54,3621.75,7.7
12861,72,2027-07-31,Legs,9,65,4669.0,8.28
12862,72,2027-08-02,Push,8,71,5400.75,7.94
12863,72,2027-08-06,Pull,6,59,4315.25,8.0
12864,72,2027-08-08,Legs,9,68,5693.75,8.12
12865,72,2027-08-10,Push,16,132,9122.25,7.94
12867,72,2027-08-14,Legs,17,119,8823.75,8.47
12868,72,2027-08-16,Push,13,142,10205.0,7.92
12869,72,2027-08-18,Pull,7,67,4356.5,8.67
12870,72,2027-08-19,Legs,11,75,5839.5,8.55
12871,72,2027-08-21,Push,7,64,4902.75,8.14
12872,72,2027-08-23,Pull,6,66,3987.25,8.08
12873,72,2027-08-24,Legs,10,76,5906.25,8.05
12874,73,2027-06-24,Pull,10,108,8083.25,7.69
12875,73,2027-06-25,Legs,16,127,11617.0,8.22
12876,73,2027-06-27,Push,14,136,9229.25,7.81
12877,73,2027-06-28,Pull,4,36,2646.5,8.25
12878,73,2027-06-29,Legs,11,72,6742.75,8.59
12879,73,2027-07-02,Push,7,65,4392.0,8.21
12880,73,2027-07-05,Pull,7,56,3299.75,8.29
12881,73,2027-07-06,Legs,9,68,5657.25,8.44
12882,73,2027-07-07,Push,9,118,7273.75,8.06
12883,73,2027-07-08,Pull,5,64,3832.75,7.7
12884,73,2027-07-10,Legs,6,34,2936.25,8.58
12885,73,2027-07-11,Push,9,86,5951.25,8.17
12886,73,2027-07-12,Pull,5,59,3701.0,8.12
12887,73,2027-07-13,Legs,7,53,4164.25,8.07
12890,73,2027-07-18,Legs,14,99,7664.75,8.32
12891,73,2027-07-19,Push,14,141,9725.25,8.11
12892,73,2027-07-20,Pull,7,46,3411.25,8.64
12893,73,2027-07-21,Legs,13,71,5737.75,8.54
12894,73,2027-07-23,Push,8,89,5755.75,8.19
12895,73,2027-07-25,Pull,4,33,1959.0,8.5
12896,73,2027-07-26,Legs,10,63,4976.0,8.25
12897,73,2027-07-27,Push,10,87,5971.0,8.4
12899,73,2027-07-30,Legs,12,98,8053.75,8.29
12900,73,2027-08-01,Push,7,55,3839.25,8.36
12901,73,2027-08-02,Pull,5,50,3326.75,8.1
12903,73,2027-08-06,Push,8,87,5309.5,8.0
12904,73,2027-08-08,Pull,5,53,3474.5,7.8
12905,73,2027-08-10,Legs,8,49,4085.75,8.5
12906,73,2027-08-13,Push,6,53,3983.0,8.08
12907,73,2027-08-15,Pull,8,97,5417.5,7.92
12908,73,2027-08-17,Legs,19,171,13844.25,8.21
12909,74,2026-08-19,FullBody-C,12,154,6264.0,8.04
12910,74,2026-08-20,FullBody-A,10,91,4254.5,8.4
12911,74,2026-08-21,FullBody-B,11,144,5062.75,7.5
12912,74,2026-08-25,FullBody-C,13,181,6462.75,7.88
12913,74,2026-08-27,FullBody-A,7,76,2863.0,7.93
12914,74,2026-08-29,FullBody-B,7,92,2804.0,8.0
12915,74,2026-09-01,FullBody-C,7,83,2794.0,8.25
12916,74,2026-09-03,FullBody-A,13,123,5310.5,8.27
12917,74,2026-09-04,FullBody-B,9,119,3901.75,7.89
12918,74,2026-09-05,FullBody-C,8,94,3622.0,7.94
12919,74,2026-09-08,FullBody-A,8,69,2940.75,8.38
12920,74,2026-09-10,FullBody-B,6,67,2629.0,8.5
12921,74,2026-09-11,FullBody-C,7,93,3159.25,8.0
12923,74,2026-09-15,FullBody-B,10,110,4257.75,8.15
12924,74,2026-09-17,FullBody-C,7,77,2564.5,8.14
12925,74,2026-09-18,FullBody-A,7,59,2531.75,8.21
12926,74,2026-09-19,FullBody-B,5,57,2297.0,8.3
12927,74,2026-09-23,FullBody-C,6,64,2387.0,8.0
12928,74,2026-09-24,FullBody-A,7,54,2300.25,8.43
12929,74,2026-09-25,FullBody-B,6,83,2850.5,7.75
12931,74,2026-10-02,FullBody-A,13,110,4580.5,8.38
12933,74,2026-10-06,FullBody-C,15,187,6668.0,7.87
12934,74,2026-10-08,FullBody-A,16,149,6405.25,8.23
12935,74,2026-10-09,FullBody-B,8,95,3295.25,7.56
12936,74,2026-10-10,FullBody-C,5,54,1933.0,8.0
12937,74,2026-10-13,FullBody-A,8,52,2663.0,8.14
12938,74,2026-10-15,FullBody-B,11,136,5248.75,8.05
12939,74,2026-10-16,FullBody-C,7,93,3620.5,8.29
12941,74,2026-10-20,FullBody-B,8,97,3680.25,8.25
12942,74,2026-10-22,FullBody-C,8,95,3656.75,7.88
12943,74,2026-10-23,FullBody-A,9,63,2858.0,8.33
12944,74,2026-10-24,FullBody-B,5,49,1900.75,8.1
12945,74,2026-10-27,FullBody-C,5,66,2317.5,7.9
12946,74,2026-10-30,FullBody-A,16,152,6822.5,8.19
12947,74,2026-10-31,FullBody-B,4,41,1605.75,7.88
12948,74,2026-11-03,FullBody-C,8,99,3606.75,7.69
12949,74,2026-11-05,FullBody-A,9,75,3434.75,8.56
12950,74,2026-11-06,FullBody-B,5,64,2205.5,8.0
12951,74,2026-11-07,FullBody-C,8,96,3703.5,8.19
12953,74,2026-11-12,FullBody-B,4,49,1820.75,7.88
12954,74,2026-11-13,FullBody-C,7,75,2811.75,8.36
12955,74,2026-11-14,FullBody-A,9,79,3875.25,8.39
12956,74,2026-11-18,FullBody-B,10,134,4924.25,7.65
12957,74,2026-11-19,FullBody-C,12,157,5641.75,7.67
12958,74,2026-11-20,FullBody-A,6,50,2164.5,8.25
12959,74,2026-11-21,FullBody-B,9,74,3071.5,8.5
12962,74,2026-11-28,FullBody-B,8,92,3382.25,8.12
12963,74,2026-12-01,FullBody-C,15,164,6608.5,7.96
12964,74,2026-12-03,FullBody-A,12,90,4421.25,8.54
12965,74,2026-12-05,FullBody-B,9,109,3941.25,8.17
12966,74,2026-12-08,FullBody-C,6,66,2720.5,8.33
12968,74,2026-12-13,FullBody-B,5,58,2222.0,7.7
12969,74,2026-12-15,FullBody-C,8,108,4205.0,7.93
12970,74,2026-12-18,FullBody-A,8,62,2777.0,7.62
12971,74,2026-12-20,FullBody-B,9,115,4513.25,7.78
12972,74,2026-12-22,FullBody-C,5,59,2282.75,8.0
12973,74,2026-12-25,FullBody-A,7,62,2676.25,8.08
12974,74,2026-12-26,FullBody-B,7,93,3264.0,7.64
12975,74,2026-12-29,FullBody-C,8,108,4135.25,8.12
12976,74,2026-12-31,FullBody-A,9,102,4042.0,7.94
12977,74,2027-01-01,FullBody-B,15,206,8013.5,7.67
12978,74,2027-01-05,FullBody-C,8,98,3554.5,8.31
12979,74,2027-01-06,FullBody-A,9,59,2661.25,7.83
12980,74,2027-01-08,FullBody-B,6,60,2497.5,8.33
12983,74,2027-01-13,FullBody-B,14,173,6491.25,7.79
12984,74,2027-01-15,FullBody-C,12,139,5482.25,7.83
12985,74,2027-01-16,FullBody-A,7,51,2528.0,8.33
12986,74,2027-01-20,FullBody-B,8,95,3399.75,7.5
12987,74,2027-01-21,FullBody-C,6,74,2980.25,7.92
12988,74,2027-01-22,FullBody-A,9,93,3868.25,8.22
12989,74,2027-01-23,FullBody-B,5,53,2034.5,8.1
12991,74,2027-01-28,FullBody-A,8,66,3071.75,7.79
12992,74,2027-01-29,FullBody-B,8,85,3553.5,8.19
12993,74,2027-01-30,FullBody-C,7,88,3497.0,7.93
12994,74,2027-02-01,FullBody-A,7,58,2722.75,8.21
12996,74,2027-02-05,FullBody-C,12,156,5825.5,8.17
12997,74,2027-02-06,FullBody-A,8,70,3417.5,7.93
12999,74,2027-02-11,FullBody-C,6,53,2264.75,8.5
13000,74,2027-02-12,FullBody-A,8,81,3869.0,8.06
13001,74,2027-02-13,FullBody-B,6,65,2543.5,8.17
13002,74,2027-02-16,FullBody-C,8,99,3883.75,7.81
13003,75,2024-10-28,Push,15,149,7679.25,8.71
13004,75,2024-11-05,Pull,4,39,1977.25,8.88
13005,75,2024-11-12,Legs,10,76,4867.25,9.4
13006,75,2024-11-19,Push,15,139,7065.25,9.17
13007,75,2024-11-26,Pull,11,101,4960.25,8.91
13008,75,2024-12-03,Legs,17,153,8287.25,9.44
13009,75,2024-12-10,Push,8,75,3774.25,9.19
13010,75,2024-12-17,Pull,6,66,3082.5,8.75
13011,75,2024-12-23,Legs,9,62,3603.5,9.17
13012,75,2024-12-31,Push,17,177,8107.0,8.94
13014,75,2025-01-14,Legs,13,81,4638.25,9.15
13015,75,2025-01-21,Push,8,82,3923.5,9.06
13017,75,2025-02-05,Legs,16,127,7331.5,9.29
13018,75,2025-02-12,Push,12,107,5481.0,9.18
13019,75,2025-02-18,Pull,9,103,4848.0,8.72
13020,75,2025-02-26,Legs,15,127,6417.25,9.0
13021,75,2025-03-04,Push,13,157,7359.75,9.0
